hour,time
4312,H3
4313,H3
4314,H4
4315,H4
4316,H4
4317,H4
4318,H4
4319,H1
4320,H1
4321,H1
4322,H1
4323,H1
4324,H1
4325,H1
4326,H1
4327,H2
4328,H2
4329,H2
4330,H2
4331,H2
4332,H2
4333,H2
4334,H3
4335,H3
4336,H3
4337,H3
4338,H4
4339,H4
4340,H4
4341,H4
4342,H4
4343,H1
4344,H1
4345,H1
4346,H1
4347,H1
4348,H1
4349,H1
4350,H1
4351,H2
4352,H2
4353,H2
4354,H2
4355,H2
4356,H2
4357,H2
4358,H3
4359,H3
4360,H3
4361,H3
4362,H4
4363,H4
4364,H4
4365,H4
4366,H4
4367,H1
4368,H1
4369,H1
4370,H1
4371,H1
4372,H1
4373,H1
4374,H1
4375,H2
4376,H2
4377,H2
4378,H2
4379,H2
4380,H2
4381,H2
4382,H3
4383,H3
4384,H3
4385,H3
4386,H4
4387,H4
4388,H4
4389,H4
4390,H4
4391,H1
4392,H1
4393,H1
4394,H1
4395,H1
4396,H1
4397,H1
4398,H1
4399,H2
4400,H2
4401,H2
4402,H2
4403,H2
4404,H2
4405,H2
4406,H3
4407,H3
4408,H3
4409,H3
4410,H4
4411,H4
4412,H4
4413,H4
4414,H4
4415,H1
4416,H1
4417,H1
4418,H1
4419,H1
4420,H1
4421,H1
4422,H1
4423,H2
4424,H2
4425,H2
4426,H2
4427,H2
4428,H2
4429,H2
4430,H3
4431,H3
4432,H3
4433,H3
4434,H4
4435,H4
4436,H4
4437,H4
4438,H4
4439,H1
4440,H1
4441,H1
4442,H1
4443,H1
4444,H1
4445,H1
4446,H1
4447,H2
4448,H2
4449,H2
4450,H2
4451,H2
4452,H2
4453,H2
4454,H3
4455,H3
4456,H3
4457,H3
4458,H4
4459,H4
4460,H4
4461,H4
4462,H4
4463,H1
4464,H1
4465,H1
4466,H1
4467,H1
4468,H1
4469,H1
4470,H1
4471,H2
4472,H2
4473,H2
4474,H2
4475,H2
4476,H2
4477,H2
4478,H3
4479,H3
4480,H3
4481,H3
4482,H4
4483,H4
4484,H4
4485,H4
4486,H4
4487,H1
4488,H1
4489,H1
4490,H1
4491,H1
4492,H1
4493,H1
4494,H1
4495,H2
4496,H2
4497,H2
4498,H2
4499,H2
4500,H2
4501,H2
4502,H3
4503,H3
4504,H3
4505,H3
4506,H4
4507,H4
4508,H4
4509,H4
4510,H4
4511,H1
4512,H1
4513,H1
4514,H1
4515,H1
4516,H1
4517,H1
4518,H1
4519,H2
4520,H2
4521,H2
4522,H2
4523,H2
4524,H2
4525,H2
4526,H3
4527,H3
4528,H3
4529,H3
4530,H4
4531,H4
4532,H4
4533,H4
4534,H4
4535,H1
4536,H1
4537,H1
4538,H1
4539,H1
4540,H1
4541,H1
4542,H1
4543,H2
4544,H2
4545,H2
4546,H2
4547,H2
4548,H2
4549,H2
4550,H3
4551,H3
4552,H3
4553,H3
4554,H4
4555,H4
4556,H4
4557,H4
4558,H4
4559,H1
4560,H1
4561,H1
4562,H1
4563,H1
4564,H1
4565,H1
4566,H1
4567,H2
4568,H2
4569,H2
4570,H2
4571,H2
4572,H2
4573,H2
4574,H3
4575,H3
4576,H3
4577,H3
4578,H4
4579,H4
4580,H4
4581,H4
4582,H4
4583,H1
4584,H1
4585,H1
4586,H1
4587,H1
4588,H1
4589,H1
4590,H1
4591,H2
4592,H2
4593,H2
4594,H2
4595,H2
4596,H2
4597,H2
4598,H3
4599,H3
4600,H3
4601,H3
4602,H4
4603,H4
4604,H4
4605,H4
4606,H4
4607,H1
4608,H1
4609,H1
4610,H1
4611,H1
4612,H1
4613,H1
4614,H1
4615,H2
4616,H2
4617,H2
4618,H2
4619,H2
4620,H2
4621,H2
4622,H3
4623,H3
4624,H3
4625,H3
4626,H4
4627,H4
4628,H4
4629,H4
4630,H4
4631,H1
4632,H1
4633,H1
4634,H1
4635,H1
4636,H1
4637,H1
4638,H1
4639,H2
4640,H2
4641,H2
4642,H2
4643,H2
4644,H2
4645,H2
4646,H3
4647,H3
4648,H3
4649,H3
4650,H4
4651,H4
4652,H4
4653,H4
4654,H4
4655,H1
4656,H1
4657,H1
4658,H1
4659,H1
4660,H1
4661,H1
4662,H1
4663,H2
4664,H2
4665,H2
4666,H2
4667,H2
4668,H2
4669,H2
4670,H3
4671,H3
4672,H3
4673,H3
4674,H4
4675,H4
4676,H4
4677,H4
4678,H4
4679,H1
4680,H1
4681,H1
4682,H1
4683,H1
4684,H1
4685,H1
4686,H1
4687,H2
4688,H2
4689,H2
4690,H2
4691,H2
4692,H2
4693,H2
4694,H3
4695,H3
4696,H3
4697,H3
4698,H4
4699,H4
4700,H4
4701,H4
4702,H4
4703,H1
4704,H1
4705,H1
4706,H1
4707,H1
4708,H1
4709,H1
4710,H1
4711,H2
4712,H2
4713,H2
4714,H2
4715,H2
4716,H2
4717,H2
4718,H3
4719,H3
4720,H3
4721,H3
4722,H4
4723,H4
4724,H4
4725,H4
4726,H4
4727,H1
4728,H1
4729,H1
4730,H1
4731,H1
4732,H1
4733,H1
4734,H1
4735,H2
4736,H2
4737,H2
4738,H2
4739,H2
4740,H2
4741,H2
4742,H3
4743,H3
4744,H3
4745,H3
4746,H4
4747,H4
4748,H4
4749,H4
4750,H4
4751,H1
4752,H1
4753,H1
4754,H1
4755,H1
4756,H1
4757,H1
4758,H1
4759,H2
4760,H2
4761,H2
4762,H2
4763,H2
4764,H2
4765,H2
4766,H3
4767,H3
4768,H3
4769,H3
4770,H4
4771,H4
4772,H4
4773,H4
4774,H4
4775,H1
4776,H1
4777,H1
4778,H1
4779,H1
4780,H1
4781,H1
4782,H1
4783,H2
4784,H2
4785,H2
4786,H2
4787,H2
4788,H2
4789,H2
4790,H3
4791,H3
4792,H3
4793,H3
4794,H4
4795,H4
4796,H4
4797,H4
4798,H4
4799,H1
4800,H1
4801,H1
4802,H1
4803,H1
4804,H1
4805,H1
4806,H1
4807,H2
4808,H2
4809,H2
4810,H2
4811,H2
4812,H2
4813,H2
4814,H3
4815,H3
4816,H3
4817,H3
4818,H4
4819,H4
4820,H4
4821,H4
4822,H4
4823,H1
4824,H1
4825,H1
4826,H1
4827,H1
4828,H1
4829,H1
4830,H1
4831,H2
4832,H2
4833,H2
4834,H2
4835,H2
4836,H2
4837,H2
4838,H3
4839,H3
4840,H3
4841,H3
4842,H4
4843,H4
4844,H4
4845,H4
4846,H4
4847,H1
4848,H1
4849,H1
4850,H1
4851,H1
4852,H1
4853,H1
4854,H1
4855,H2
4856,H2
4857,H2
4858,H2
4859,H2
4860,H2
4861,H2
4862,H3
4863,H3
4864,H3
4865,H3
4866,H4
4867,H4
4868,H4
4869,H4
4870,H4
4871,H1
4872,H1
4873,H1
4874,H1
4875,H1
4876,H1
4877,H1
4878,H1
4879,H2
4880,H2
4881,H2
4882,H2
4883,H2
4884,H2
4885,H2
4886,H3
4887,H3
4888,H3
4889,H3
4890,H4
4891,H4
4892,H4
4893,H4
4894,H4
4895,H1
4896,H1
4897,H1
4898,H1
4899,H1
4900,H1
4901,H1
4902,H1
4903,H2
4904,H2
4905,H2
4906,H2
4907,H2
4908,H2
4909,H2
4910,H3
4911,H3
4912,H3
4913,H3
4914,H4
4915,H4
4916,H4
4917,H4
4918,H4
4919,H1
4920,H1
4921,H1
4922,H1
4923,H1
4924,H1
4925,H1
4926,H1
4927,H2
4928,H2
4929,H2
4930,H2
4931,H2
4932,H2
4933,H2
4934,H3
4935,H3
4936,H3
4937,H3
4938,H4
4939,H4
4940,H4
4941,H4
4942,H4
4943,H1
4944,H1
4945,H1
4946,H1
4947,H1
4948,H1
4949,H1
4950,H1
4951,H2
4952,H2
4953,H2
4954,H2
4955,H2
4956,H2
4957,H2
4958,H3
4959,H3
4960,H3
4961,H3
4962,H4
4963,H4
4964,H4
4965,H4
4966,H4
4967,H1
4968,H1
4969,H1
4970,H1
4971,H1
4972,H1
4973,H1
4974,H1
4975,H2
4976,H2
4977,H2
4978,H2
4979,H2
4980,H2
4981,H2
4982,H3
4983,H3
4984,H3
4985,H3
4986,H4
4987,H4
4988,H4
4989,H4
4990,H4
4991,H1
4992,H1
4993,H1
4994,H1
4995,H1
4996,H1
4997,H1
4998,H1
4999,H2
5000,H2
5001,H2
5002,H2
5003,H2
5004,H2
5005,H2
5006,H3
5007,H3
5008,H3
5009,H3
5010,H4
5011,H4
5012,H4
5013,H4
5014,H4
5015,H1
5016,H1
5017,H1
5018,H1
5019,H1
5020,H1
5021,H1
5022,H1
5023,H2
5024,H2
5025,H2
5026,H2
5027,H2
5028,H2
5029,H2
5030,H3
5031,H3
5032,H3
5033,H3
5034,H4
5035,H4
5036,H4
5037,H4
5038,H4
5039,H1
5040,H1
5041,H1
5042,H1
5043,H1
5044,H1
5045,H1
5046,H1
5047,H2
5048,H2
5049,H2
5050,H2
5051,H2
5052,H2
5053,H2
5054,H3
5055,H3
5056,H3
5057,H3
5058,H4
5059,H4
5060,H4
5061,H4
5062,H4
5063,H1
5064,H1
5065,H1
5066,H1
5067,H1
5068,H1
5069,H1
5070,H1
5071,H2
5072,H2
5073,H2
5074,H2
5075,H2
5076,H2
5077,H2
5078,H3
5079,H3
5080,H3
5081,H3
5082,H4
5083,H4
5084,H4
5085,H4
5086,H4
5087,H1
5088,H1
5089,H1
5090,H1
5091,H1
5092,H1
5093,H1
5094,H1
5095,H2
5096,H2
5097,H2
5098,H2
5099,H2
5100,H2
5101,H2
5102,H3
5103,H3
5104,H3
5105,H3
5106,H4
5107,H4
5108,H4
5109,H4
5110,H4
5111,H1
5112,H1
5113,H1
5114,H1
5115,H1
5116,H1
5117,H1
5118,H1
5119,H2
5120,H2
5121,H2
5122,H2
5123,H2
5124,H2
5125,H2
5126,H3
5127,H3
5128,H3
5129,H3
5130,H4
5131,H4
5132,H4
5133,H4
5134,H4
5135,H1
5136,H1
5137,H1
5138,H1
5139,H1
5140,H1
5141,H1
5142,H1
5143,H2
5144,H2
5145,H2
5146,H2
5147,H2
5148,H2
5149,H2
5150,H3
5151,H3
5152,H3
5153,H3
5154,H4
5155,H4
5156,H4
5157,H4
5158,H4
5159,H1
5160,H1
5161,H1
5162,H1
5163,H1
5164,H1
5165,H1
5166,H1
5167,H2
5168,H2
5169,H2
5170,H2
5171,H2
5172,H2
5173,H2
5174,H3
5175,H3
5176,H3
5177,H3
5178,H4
5179,H4
5180,H4
5181,H4
5182,H4
5183,H1
5184,H1
5185,H1
5186,H1
5187,H1
5188,H1
5189,H1
5190,H1
5191,H2
5192,H2
5193,H2
5194,H2
5195,H2
5196,H2
5197,H2
5198,H3
5199,H3
5200,H3
5201,H3
5202,H4
5203,H4
5204,H4
5205,H4
5206,H4
5207,H1
5208,H1
5209,H1
5210,H1
5211,H1
5212,H1
5213,H1
5214,H1
5215,H2
5216,H2
5217,H2
5218,H2
5219,H2
5220,H2
5221,H2
5222,H3
5223,H3
5224,H3
5225,H3
5226,H4
5227,H4
5228,H4
5229,H4
5230,H4
5231,H1
5232,H1
5233,H1
5234,H1
5235,H1
5236,H1
5237,H1
5238,H1
5239,H2
5240,H2
5241,H2
5242,H2
5243,H2
5244,H2
5245,H2
5246,H3
5247,H3
5248,H3
5249,H3
5250,H4
5251,H4
5252,H4
5253,H4
5254,H4
5255,H1
5256,H1
5257,H1
5258,H1
5259,H1
5260,H1
5261,H1
5262,H1
5263,H2
5264,H2
5265,H2
5266,H2
5267,H2
5268,H2
5269,H2
5270,H3
5271,H3
5272,H3
5273,H3
5274,H4
5275,H4
5276,H4
5277,H4
5278,H4
5279,H1
5280,H1
5281,H1
5282,H1
5283,H1
5284,H1
5285,H1
5286,H1
5287,H2
5288,H2
5289,H2
5290,H2
5291,H2
5292,H2
5293,H2
5294,H3
5295,H3
5296,H3
5297,H3
5298,H4
5299,H4
5300,H4
5301,H4
5302,H4
5303,H1
5304,H1
5305,H1
5306,H1
5307,H1
5308,H1
5309,H1
5310,H1
5311,H2
5312,H2
5313,H2
5314,H2
5315,H2
5316,H2
5317,H2
5318,H3
5319,H3
5320,H3
5321,H3
5322,H4
5323,H4
5324,H4
5325,H4
5326,H4
5327,H1
5328,H1
5329,H1
5330,H1
5331,H1
5332,H1
5333,H1
5334,H1
5335,H2
5336,H2
5337,H2
5338,H2
5339,H2
5340,H2
5341,H2
5342,H3
5343,H3
5344,H3
5345,H3
5346,H4
5347,H4
5348,H4
5349,H4
5350,H4
5351,H1
5352,H1
5353,H1
5354,H1
5355,H1
5356,H1
5357,H1
5358,H1
5359,H2
5360,H2
5361,H2
5362,H2
5363,H2
5364,H2
5365,H2
5366,H3
5367,H3
5368,H3
5369,H3
5370,H4
5371,H4
5372,H4
5373,H4
5374,H4
5375,H1
5376,H1
5377,H1
5378,H1
5379,H1
5380,H1
5381,H1
5382,H1
5383,H2
5384,H2
5385,H2
5386,H2
5387,H2
5388,H2
5389,H2
5390,H3
5391,H3
5392,H3
5393,H3
5394,H4
5395,H4
5396,H4
5397,H4
5398,H4
5399,H1
5400,H1
5401,H1
5402,H1
5403,H1
5404,H1
5405,H1
5406,H1
5407,H2
5408,H2
5409,H2
5410,H2
5411,H2
5412,H2
5413,H2
5414,H3
5415,H3
5416,H3
5417,H3
5418,H4
5419,H4
5420,H4
5421,H4
5422,H4
5423,H1
5424,H1
5425,H1
5426,H1
5427,H1
5428,H1
5429,H1
5430,H1
5431,H2
5432,H2
5433,H2
5434,H2
5435,H2
5436,H2
5437,H2
5438,H3
5439,H3
5440,H3
5441,H3
5442,H4
5443,H4
5444,H4
5445,H4
5446,H4
5447,H1
5448,H1
5449,H1
5450,H1
5451,H1
5452,H1
5453,H1
5454,H1
5455,H2
5456,H2
5457,H2
5458,H2
5459,H2
5460,H2
5461,H2
5462,H3
5463,H3
5464,H3
5465,H3
5466,H4
5467,H4
5468,H4
5469,H4
5470,H4
5471,H1
5472,H1
5473,H1
5474,H1
5475,H1
5476,H1
5477,H1
5478,H1
5479,H2
5480,H2
5481,H2
5482,H2
5483,H2
5484,H2
5485,H2
5486,H3
5487,H3
5488,H3
5489,H3
5490,H4
5491,H4
5492,H4
5493,H4
5494,H4
5495,H1
5496,H1
5497,H1
5498,H1
5499,H1
5500,H1
5501,H1
5502,H1
5503,H2
5504,H2
5505,H2
5506,H2
5507,H2
5508,H2
5509,H2
5510,H3
5511,H3
5512,H3
5513,H3
5514,H4
5515,H4
5516,H4
5517,H4
5518,H4
5519,H1
5520,H1
5521,H1
5522,H1
5523,H1
5524,H1
5525,H1
5526,H1
5527,H2
5528,H2
5529,H2
5530,H2
5531,H2
5532,H2
5533,H2
5534,H3
5535,H3
5536,H3
5537,H3
5538,H4
5539,H4
5540,H4
5541,H4
5542,H4
5543,H1
5544,H1
5545,H1
5546,H1
5547,H1
5548,H1
5549,H1
5550,H1
5551,H2
5552,H2
5553,H2
5554,H2
5555,H2
5556,H2
5557,H2
5558,H3
5559,H3
5560,H3
5561,H3
5562,H4
5563,H4
5564,H4
5565,H4
5566,H4
5567,H1
5568,H1
5569,H1
5570,H1
5571,H1
5572,H1
5573,H1
5574,H1
5575,H2
5576,H2
5577,H2
5578,H2
5579,H2
5580,H2
5581,H2
5582,H3
5583,H3
5584,H3
5585,H3
5586,H4
5587,H4
5588,H4
5589,H4
5590,H4
5591,H1
5592,H1
5593,H1
5594,H1
5595,H1
5596,H1
5597,H1
5598,H1
5599,H2
5600,H2
5601,H2
5602,H2
5603,H2
5604,H2
5605,H2
5606,H3
5607,H3
5608,H3
5609,H3
5610,H4
5611,H4
5612,H4
5613,H4
5614,H4
5615,H1
5616,H1
5617,H1
5618,H1
5619,H1
5620,H1
5621,H1
5622,H1
5623,H2
5624,H2
5625,H2
5626,H2
5627,H2
5628,H2
5629,H2
5630,H3
5631,H3
5632,H3
5633,H3
5634,H4
5635,H4
5636,H4
5637,H4
5638,H4
5639,H1
5640,H1
5641,H1
5642,H1
5643,H1
5644,H1
5645,H1
5646,H1
5647,H2
5648,H2
5649,H2
5650,H2
5651,H2
5652,H2
5653,H2
5654,H3
5655,H3
5656,H3
5657,H3
5658,H4
5659,H4
5660,H4
5661,H4
5662,H4
5663,H1
5664,H1
5665,H1
5666,H1
5667,H1
5668,H1
5669,H1
5670,H1
5671,H2
5672,H2
5673,H2
5674,H2
5675,H2
5676,H2
5677,H2
5678,H3
5679,H3
5680,H3
5681,H3
5682,H4
5683,H4
5684,H4
5685,H4
5686,H4
5687,H1
5688,H1
5689,H1
5690,H1
5691,H1
5692,H1
5693,H1
5694,H1
5695,H2
5696,H2
5697,H2
5698,H2
5699,H2
5700,H2
5701,H2
5702,H3
5703,H3
5704,H3
5705,H3
5706,H4
5707,H4
5708,H4
5709,H4
5710,H4
5711,H1
5712,H1
5713,H1
5714,H1
5715,H1
5716,H1
5717,H1
5718,H1
5719,H2
5720,H2
5721,H2
5722,H2
5723,H2
5724,H2
5725,H2
5726,H3
5727,H3
5728,H3
5729,H3
5730,H4
5731,H4
5732,H4
5733,H4
5734,H4
5735,H1
5736,H1
5737,H1
5738,H1
5739,H1
5740,H1
5741,H1
5742,H1
5743,H2
5744,H2
5745,H2
5746,H2
5747,H2
5748,H2
5749,H2
5750,H3
5751,H3
5752,H3
5753,H3
5754,H4
5755,H4
5756,H4
5757,H4
5758,H4
5759,H1
5760,H1
5761,H1
5762,H1
5763,H1
5764,H1
5765,H1
5766,H1
5767,H2
5768,H2
5769,H2
5770,H2
5771,H2
5772,H2
5773,H2
5774,H3
5775,H3
5776,H3
5777,H3
5778,H4
5779,H4
5780,H4
5781,H4
5782,H4
5783,H1
5784,H1
5785,H1
5786,H1
5787,H1
5788,H1
5789,H1
5790,H1
5791,H2
5792,H2
5793,H2
5794,H2
5795,H2
5796,H2
5797,H2
5798,H3
5799,H3
5800,H3
5801,H3
5802,H4
5803,H4
5804,H4
5805,H4
5806,H4
5807,H1
5808,H1
5809,H1
5810,H1
5811,H1
5812,H1
5813,H1
5814,H1
5815,H2
5816,H2
5817,H2
5818,H2
5819,H2
5820,H2
5821,H2
5822,H3
5823,H3
5824,H3
5825,H3
5826,H4
5827,H4
5828,H4
5829,H4
5830,H4
5831,H1
5832,H5
5833,H5
5834,H5
5835,H5
5836,H5
5837,H5
5838,H5
5839,H6
5840,H6
5841,H6
5842,H6
5843,H6
5844,H6
5845,H6
5846,H7
5847,H7
5848,H7
5849,H7
5850,H8
5851,H8
5852,H8
5853,H8
5854,H8
5855,H5
5856,H5
5857,H5
5858,H5
5859,H5
5860,H5
5861,H5
5862,H5
5863,H6
5864,H6
5865,H6
5866,H6
5867,H6
5868,H6
5869,H6
5870,H7
5871,H7
5872,H7
5873,H7
5874,H8
5875,H8
5876,H8
5877,H8
5878,H8
5879,H5
5880,H5
5881,H5
5882,H5
5883,H5
5884,H5
5885,H5
5886,H5
5887,H6
5888,H6
5889,H6
5890,H6
5891,H6
5892,H6
5893,H6
5894,H7
5895,H7
5896,H7
5897,H7
5898,H8
5899,H8
5900,H8
5901,H8
5902,H8
5903,H5
5904,H5
5905,H5
5906,H5
5907,H5
5908,H5
5909,H5
5910,H5
5911,H6
5912,H6
5913,H6
5914,H6
5915,H6
5916,H6
5917,H6
5918,H7
5919,H7
5920,H7
5921,H7
5922,H8
5923,H8
5924,H8
5925,H8
5926,H8
5927,H5
5928,H5
5929,H5
5930,H5
5931,H5
5932,H5
5933,H5
5934,H5
5935,H6
5936,H6
5937,H6
5938,H6
5939,H6
5940,H6
5941,H6
5942,H7
5943,H7
5944,H7
5945,H7
5946,H8
5947,H8
5948,H8
5949,H8
5950,H8
5951,H5
5952,H5
5953,H5
5954,H5
5955,H5
5956,H5
5957,H5
5958,H5
5959,H6
5960,H6
5961,H6
5962,H6
5963,H6
5964,H6
5965,H6
5966,H7
5967,H7
5968,H7
5969,H7
5970,H8
5971,H8
5972,H8
5973,H8
5974,H8
5975,H5
5976,H5
5977,H5
5978,H5
5979,H5
5980,H5
5981,H5
5982,H5
5983,H6
5984,H6
5985,H6
5986,H6
5987,H6
5988,H6
5989,H6
5990,H7
5991,H7
5992,H7
5993,H7
5994,H8
5995,H8
5996,H8
5997,H8
5998,H8
5999,H5
6000,H5
6001,H5
6002,H5
6003,H5
6004,H5
6005,H5
6006,H5
6007,H6
6008,H6
6009,H6
6010,H6
6011,H6
6012,H6
6013,H6
6014,H7
6015,H7
6016,H7
6017,H7
6018,H8
6019,H8
6020,H8
6021,H8
6022,H8
6023,H5
6024,H5
6025,H5
6026,H5
6027,H5
6028,H5
6029,H5
6030,H5
6031,H6
6032,H6
6033,H6
6034,H6
6035,H6
6036,H6
6037,H6
6038,H7
6039,H7
6040,H7
6041,H7
6042,H8
6043,H8
6044,H8
6045,H8
6046,H8
6047,H5
6048,H5
6049,H5
6050,H5
6051,H5
6052,H5
6053,H5
6054,H5
6055,H6
6056,H6
6057,H6
6058,H6
6059,H6
6060,H6
6061,H6
6062,H7
6063,H7
6064,H7
6065,H7
6066,H8
6067,H8
6068,H8
6069,H8
6070,H8
6071,H5
6072,H5
6073,H5
6074,H5
6075,H5
6076,H5
6077,H5
6078,H5
6079,H6
6080,H6
6081,H6
6082,H6
6083,H6
6084,H6
6085,H6
6086,H7
6087,H7
6088,H7
6089,H7
6090,H8
6091,H8
6092,H8
6093,H8
6094,H8
6095,H5
6096,H5
6097,H5
6098,H5
6099,H5
6100,H5
6101,H5
6102,H5
6103,H6
6104,H6
6105,H6
6106,H6
6107,H6
6108,H6
6109,H6
6110,H7
6111,H7
6112,H7
6113,H7
6114,H8
6115,H8
6116,H8
6117,H8
6118,H8
6119,H5
6120,H5
6121,H5
6122,H5
6123,H5
6124,H5
6125,H5
6126,H5
6127,H6
6128,H6
6129,H6
6130,H6
6131,H6
6132,H6
6133,H6
6134,H7
6135,H7
6136,H7
6137,H7
6138,H8
6139,H8
6140,H8
6141,H8
6142,H8
6143,H5
6144,H5
6145,H5
6146,H5
6147,H5
6148,H5
6149,H5
6150,H5
6151,H6
6152,H6
6153,H6
6154,H6
6155,H6
6156,H6
6157,H6
6158,H7
6159,H7
6160,H7
6161,H7
6162,H8
6163,H8
6164,H8
6165,H8
6166,H8
6167,H5
6168,H5
6169,H5
6170,H5
6171,H5
6172,H5
6173,H5
6174,H5
6175,H6
6176,H6
6177,H6
6178,H6
6179,H6
6180,H6
6181,H6
6182,H7
6183,H7
6184,H7
6185,H7
6186,H8
6187,H8
6188,H8
6189,H8
6190,H8
6191,H5
6192,H5
6193,H5
6194,H5
6195,H5
6196,H5
6197,H5
6198,H5
6199,H6
6200,H6
6201,H6
6202,H6
6203,H6
6204,H6
6205,H6
6206,H7
6207,H7
6208,H7
6209,H7
6210,H8
6211,H8
6212,H8
6213,H8
6214,H8
6215,H5
6216,H5
6217,H5
6218,H5
6219,H5
6220,H5
6221,H5
6222,H5
6223,H6
6224,H6
6225,H6
6226,H6
6227,H6
6228,H6
6229,H6
6230,H7
6231,H7
6232,H7
6233,H7
6234,H8
6235,H8
6236,H8
6237,H8
6238,H8
6239,H5
6240,H5
6241,H5
6242,H5
6243,H5
6244,H5
6245,H5
6246,H5
6247,H6
6248,H6
6249,H6
6250,H6
6251,H6
6252,H6
6253,H6
6254,H7
6255,H7
6256,H7
6257,H7
6258,H8
6259,H8
6260,H8
6261,H8
6262,H8
6263,H5
6264,H5
6265,H5
6266,H5
6267,H5
6268,H5
6269,H5
6270,H5
6271,H6
6272,H6
6273,H6
6274,H6
6275,H6
6276,H6
6277,H6
6278,H7
6279,H7
6280,H7
6281,H7
6282,H8
6283,H8
6284,H8
6285,H8
6286,H8
6287,H5
6288,H5
6289,H5
6290,H5
6291,H5
6292,H5
6293,H5
6294,H5
6295,H6
6296,H6
6297,H6
6298,H6
6299,H6
6300,H6
6301,H6
6302,H7
6303,H7
6304,H7
6305,H7
6306,H8
6307,H8
6308,H8
6309,H8
6310,H8
6311,H5
6312,H5
6313,H5
6314,H5
6315,H5
6316,H5
6317,H5
6318,H5
6319,H6
6320,H6
6321,H6
6322,H6
6323,H6
6324,H6
6325,H6
6326,H7
6327,H7
6328,H7
6329,H7
6330,H8
6331,H8
6332,H8
6333,H8
6334,H8
6335,H5
6336,H5
6337,H5
6338,H5
6339,H5
6340,H5
6341,H5
6342,H5
6343,H6
6344,H6
6345,H6
6346,H6
6347,H6
6348,H6
6349,H6
6350,H7
6351,H7
6352,H7
6353,H7
6354,H8
6355,H8
6356,H8
6357,H8
6358,H8
6359,H5
6360,H5
6361,H5
6362,H5
6363,H5
6364,H5
6365,H5
6366,H5
6367,H6
6368,H6
6369,H6
6370,H6
6371,H6
6372,H6
6373,H6
6374,H7
6375,H7
6376,H7
6377,H7
6378,H8
6379,H8
6380,H8
6381,H8
6382,H8
6383,H5
6384,H5
6385,H5
6386,H5
6387,H5
6388,H5
6389,H5
6390,H5
6391,H6
6392,H6
6393,H6
6394,H6
6395,H6
6396,H6
6397,H6
6398,H7
6399,H7
6400,H7
6401,H7
6402,H8
6403,H8
6404,H8
6405,H8
6406,H8
6407,H5
6408,H5
6409,H5
6410,H5
6411,H5
6412,H5
6413,H5
6414,H5
6415,H6
6416,H6
6417,H6
6418,H6
6419,H6
6420,H6
6421,H6
6422,H7
6423,H7
6424,H7
6425,H7
6426,H8
6427,H8
6428,H8
6429,H8
6430,H8
6431,H5
6432,H5
6433,H5
6434,H5
6435,H5
6436,H5
6437,H5
6438,H5
6439,H6
6440,H6
6441,H6
6442,H6
6443,H6
6444,H6
6445,H6
6446,H7
6447,H7
6448,H7
6449,H7
6450,H8
6451,H8
6452,H8
6453,H8
6454,H8
6455,H5
6456,H5
6457,H5
6458,H5
6459,H5
6460,H5
6461,H5
6462,H5
6463,H6
6464,H6
6465,H6
6466,H6
6467,H6
6468,H6
6469,H6
6470,H7
6471,H7
6472,H7
6473,H7
6474,H8
6475,H8
6476,H8
6477,H8
6478,H8
6479,H5
6480,H5
6481,H5
6482,H5
6483,H5
6484,H5
6485,H5
6486,H5
6487,H6
6488,H6
6489,H6
6490,H6
6491,H6
6492,H6
6493,H6
6494,H7
6495,H7
6496,H7
6497,H7
6498,H8
6499,H8
6500,H8
6501,H8
6502,H8
6503,H5
6504,H5
6505,H5
6506,H5
6507,H5
6508,H5
6509,H5
6510,H5
6511,H6
6512,H6
6513,H6
6514,H6
6515,H6
6516,H6
6517,H6
6518,H7
6519,H7
6520,H7
6521,H7
6522,H8
6523,H8
6524,H8
6525,H8
6526,H8
6527,H5
6528,H5
6529,H5
6530,H5
6531,H5
6532,H5
6533,H5
6534,H5
6535,H6
6536,H6
6537,H6
6538,H6
6539,H6
6540,H6
6541,H6
6542,H7
6543,H7
6544,H7
6545,H7
6546,H8
6547,H8
6548,H8
6549,H8
6550,H8
6551,H5
6552,H5
6553,H5
6554,H5
6555,H5
6556,H5
6557,H5
6558,H5
6559,H6
6560,H6
6561,H6
6562,H6
6563,H6
6564,H6
6565,H6
6566,H7
6567,H7
6568,H7
6569,H7
6570,H8
6571,H8
6572,H8
6573,H8
6574,H8
6575,H5
6576,H5
6577,H5
6578,H5
6579,H5
6580,H5
6581,H5
6582,H5
6583,H6
6584,H6
6585,H6
6586,H6
6587,H6
6588,H6
6589,H6
6590,H7
6591,H7
6592,H7
6593,H7
6594,H8
6595,H8
6596,H8
